country,university,policy,status,level,Group,Code,Question,quant_indicator,qual_answer,english_version,Answer3,Comment on coding,code_legible,uni_name,research,citations
GB,9,e,Research,High,OtherIndicators,Industry,impact type 3) interactions with industry,1,Engagement with national or international policy working groups.,Engagement with national or international policy working groups.,NA,NA,Engagement with industry,University of Sheffield,46.4,83
GB,9,e,Research,High,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,University of Sheffield,46.4,83
GB,9,e,Research,High,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,University of Sheffield,46.4,83
GB,9,e,Research,High,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,University of Sheffield,46.4,83
GB,9,e,Research,High,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA,Journal metrics,University of Sheffield,46.4,83
GB,9,e,Research,High,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA,Citations,University of Sheffield,46.4,83
GB,9,e,Research,High,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA,Number of publications,University of Sheffield,46.4,83
GB,9,e,Research,High,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",1,"Publish regularly with an average of at least one item per year in a rolling two-year period (in the form of peer reviewed articles, performances, portfolios etc. – appropriate to the discipline) that is judged through peer review as being internationally excellent or world leading in terms of originality, significance and rigour. Where appropriate, a substantive monograph may be double weighted.","Publish regularly with an average of at least one item per year in a rolling two-year period (in the form of peer reviewed articles, performances, portfolios etc. – appropriate to the discipline) that is judged through peer review as being internationally excellent or world leading in terms of originality, significance and rigour. Where appropriate, a substantive monograph may be double weighted.",NA,NA,Publication quality,University of Sheffield,46.4,83
GB,9,e,Research,High,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA,Review & editorial activities,University of Sheffield,46.4,83
GB,9,e,Research,High,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",1,"In addition, evidence the provision of high quality supervision with the aim of leading to completion an average of one externally funded PhD student every year as Primary Supervisor (number may be increased or decreased dependent upon disciplinary norms).","In addition, evidence the provision of high quality supervision with the aim of leading to completion an average of one externally funded PhD student every year as Primary Supervisor (number may be increased or decreased dependent upon disciplinary norms).",NA,NA,Service to profession,University of Sheffield,46.4,83
GB,9,e,Research,High,Patents,Patents,patenting discoveries/inventions,1,Patent applications,Patent applications,NA,NA,Patents,University of Sheffield,46.4,83
IN,1,NA,Research,High,Metadata,PolicyDate,When did the policy come into effect?,20100101,NA,NA,NA,NA,NA,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",teachers,NA,NA,NA,NA,NA,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",promotion,tenure,tenure,NA,NA,NA,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA,Gender equality,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA,Gender of reviewers,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA,Gender balance of reviewers,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA,Engagement with the public,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA,Engagement with industry,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",1,Recognized and reputable periodicals/media,Recognized and reputable periodicals/media,NA,NA,Journal metrics,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA,Citations,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA,Number of publications,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA,Publication quality,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA,Review & editorial activities,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",1,"Contribution to Corporate life and management of the department and institution through participation in academic and administrative committees and responsibilities- 10 per activity. Honorary Consultancy to govt. bodies/ govt. recognized public or private institutions, societies and agencies/ industries, etc.","Contribution to Corporate life and management of the department and institution through participation in academic and administrative committees and responsibilities- 10 per activity. Honorary Consultancy to govt. bodies/ govt. recognized public or private institutions, societies and agencies/ industries, etc.",NA,NA,Service to profession,Jadavpur University,22.3,28.5
IN,1,NA,Research,High,Patents,Patents,patenting discoveries/inventions,1,Patent/Technology transfer/product/Process,Patent/Technology transfer/product/Process,NA,NA,Patents,Jadavpur University,22.3,28.5
IN,10,NA,Citations,High,Metadata,PolicyDate,When did the policy come into effect?,20190404,NA,NA,NA,NA,NA,VIT University,12.6,44
IN,10,NA,Citations,High,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",NA,NA,NA,NA,NA,NA,VIT University,12.6,44
IN,10,NA,Citations,High,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",promotion,NA,NA,NA,NA,NA,VIT University,12.6,44
IN,10,NA,Citations,High,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA,Gender equality,VIT University,12.6,44
IN,10,NA,Citations,High,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA,Gender of reviewers,VIT University,12.6,44
IN,10,NA,Citations,High,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA,Gender balance of reviewers,VIT University,12.6,44
IN,10,NA,Citations,High,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,VIT University,12.6,44
IN,10,NA,Citations,High,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA,Engagement with the public,VIT University,12.6,44
IN,10,NA,Citations,High,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,VIT University,12.6,44
IN,10,NA,Citations,High,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA,Engagement with industry,VIT University,12.6,44
IN,10,NA,Citations,High,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,VIT University,12.6,44
IN,10,NA,Citations,High,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,VIT University,12.6,44
IN,10,NA,Citations,High,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,VIT University,12.6,44
IN,10,NA,Citations,High,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",1,"For every paper published in a journal with more than 5 impact factor, the first and corresponding author will get 5 bonus points each.","For every paper published in a journal with more than 5 impact factor, the first and corresponding author will get 5 bonus points each.",NA,NA,Journal metrics,VIT University,12.6,44
IN,10,NA,Citations,High,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",1,"The institute recognizes the research carried out by its faculty members and research students by granting “Research Awards” for publishing papers, contribution to h-index of the university through citations, funded projects, and patents","The institute recognizes the research carried out by its faculty members and research students by granting “Research Awards” for publishing papers, contribution to h-index of the university through citations, funded projects, and patents",NA,NA,Citations,VIT University,12.6,44
IN,10,NA,Citations,High,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA,Number of publications,VIT University,12.6,44
IN,10,NA,Citations,High,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",1,"To encourage research scholars to publish in reputed journals, an incentive scheme  entitled “Raman Research Award” has been constituted. Under this scheme, scholars will get an incentive for each of their publications.","To encourage research scholars to publish in reputed journals, an incentive scheme  entitled “Raman Research Award” has been constituted. Under this scheme, scholars will get an incentive for each of their publications.",NA,NA,Publication quality,VIT University,12.6,44
IN,10,NA,Citations,High,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA,Review & editorial activities,VIT University,12.6,44
IN,10,NA,Citations,High,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA,Service to profession,VIT University,12.6,44
IN,10,NA,Citations,High,Patents,Patents,patenting discoveries/inventions,1,"The institute recognizes the research carried out by its faculty members and research students by granting “Research Awards” for publishing papers, contribution to h-index of the university through citations, funded projects, and patents. Equal points for the Inventor and the Co-inventor","The institute recognizes the research carried out by its faculty members and research students by granting “Research Awards” for publishing papers, contribution to h-index of the university through citations, funded projects, and patents. Equal points for the Inventor and the Co-inventor",NA,NA,Patents,VIT University,12.6,44
IN,11,NA,Citations,Middle,Metadata,PolicyDate,When did the policy come into effect?,0,NA,NA,NA,NA,NA,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",Assistant Professor,NA,NA,NA,NA,NA,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",promotion,evaluation,evaluation,NA,NA,NA,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA,Gender equality,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA,Gender of reviewers,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA,Gender balance of reviewers,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA,Engagement with the public,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,OtherIndicators,Industry,impact type 3) interactions with industry,1,Summary of interaction with the industry,Summary of interaction with the industry,NA,NA,Engagement with industry,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA,Journal metrics,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA,Citations,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),1,"Total Published Papers At the time of
appointment / During the review
period","Total Published Papers At the time of
appointment / During the review
period",NA,NA,Number of publications,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA,Publication quality,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA,Review & editorial activities,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",1,Guidance to students. Served as examiner (Senate Nominee/Department Expert) in Comprehensive Exam and General Test boards of PhD and MSc (Engg.) students (xxx- ),Guidance to students. Served as examiner (Senate Nominee/Department Expert) in Comprehensive Exam and General Test boards of PhD and MSc (Engg.) students (xxx- ),NA,NA,Service to profession,Indian Institute of Science,55.3,32.4
IN,11,NA,Citations,Middle,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA,Patents,Indian Institute of Science,55.3,32.4
IN,12,NA,Citations,Middle,Metadata,PolicyDate,When did the policy come into effect?,20210623,NA,NA,NA,NA,NA,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",Professor,Associate Professor,Associate Professor,NA,NA,NA,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",promotion,NA,NA,NA,NA,NA,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA,Gender equality,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA,Gender of reviewers,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA,Gender balance of reviewers,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA,Engagement with the public,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA,Engagement with industry,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",1,"publications in reputed journals and conferences, patents, laboratory/course development and other recognized relevant professional activities","publications in reputed journals and conferences, patents, laboratory/course development and other recognized relevant professional activities",NA,NA,Journal metrics,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA,Citations,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA,Number of publications,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA,Publication quality,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA,Review & editorial activities,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",1,"publications in reputed journals and conferences, patents, laboratory/course development and other recognized relevant professional activities","publications in reputed journals and conferences, patents, laboratory/course development and other recognized relevant professional activities",NA,NA,Service to profession,Indian Institute of Technology Bombay,39.6,34.9
IN,12,NA,Citations,Middle,Patents,Patents,patenting discoveries/inventions,1,"publications in reputed journals and conferences, patents, laboratory/course development and other recognized relevant professional activities","publications in reputed journals and conferences, patents, laboratory/course development and other recognized relevant professional activities",NA,NA,Patents,Indian Institute of Technology Bombay,39.6,34.9
IN,2,NA,Research,Middle,Metadata,PolicyDate,When did the policy come into effect?,0,NA,NA,NA,NA,NA,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",researcher,NA,NA,NA,NA,NA,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",promotion,research,research,NA,NA,NA,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA,Gender equality,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA,Gender of reviewers,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA,Gender balance of reviewers,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,1,Forge interdisciplinary collaborations and partnerships nationally and globally.,Forge interdisciplinary collaborations and partnerships nationally and globally.,NA,NA,Engagement with the public,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,OtherIndicators,Industry,impact type 3) interactions with industry,1,Nurture an environment of undertaking socially useful research with potential for commercialisation.,Nurture an environment of undertaking socially useful research with potential for commercialisation.,NA,NA,Engagement with industry,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",1,"Ensure publications in quality journals, indexed in Scopus/Web of Science and/or with impact factor.","Ensure publications in quality journals, indexed in Scopus/Web of Science and/or with impact factor.",NA,NA,Journal metrics,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA,Citations,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA,Number of publications,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA,Publication quality,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA,Review & editorial activities,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA,Service to profession,Manipal Academy of Higher Education,11.6,9.3
IN,2,NA,Research,Middle,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA,Patents,Manipal Academy of Higher Education,11.6,9.3
IN,3,NA,Research,Low,Metadata,PolicyDate,When did the policy come into effect?,0,NA,NA,NA,NA,NA,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",professor,NA,NA,NA,NA,NA,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",promotion,increment,increment,appraisal,NA,NA,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA,Gender equality,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA,Gender of reviewers,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA,Gender balance of reviewers,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA,Engagement with the public,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA,Engagement with industry,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",1,Faculty members should publish their research output only in SCI or SSCI journals and publications in non-refereed journals will not be recognized.,Faculty members should publish their research output only in SCI or SSCI journals and publications in non-refereed journals will not be recognized.,NA,NA,Journal metrics,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA,Citations,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA,Number of publications,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA,Publication quality,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA,Review & editorial activities,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",1,"Faculty members who act as Research Supervisors should spare adequate time to the research scholars for discussion and monitor their progress, so that not only the quality of work is improved but also time over-run can be avoided.","Faculty members who act as Research Supervisors should spare adequate time to the research scholars for discussion and monitor their progress, so that not only the quality of work is improved but also time over-run can be avoided.",NA,NA,Service to profession,Sathyabama Institute of Science and Technology,9,10.2
IN,3,NA,Research,Low,Patents,Patents,patenting discoveries/inventions,1,Faculty members shall also strive to file patents if their research output is felt new and novel.,Faculty members shall also strive to file patents if their research output is felt new and novel.,NA,NA,Patents,Sathyabama Institute of Science and Technology,9,10.2
IN,4,NA,Citations,Low,Metadata,PolicyDate,When did the policy come into effect?,20151031,NA,NA,NA,NA,NA,Acharya Nagarjuna University,9.2,15.7
IN,4,NA,Citations,Low,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",assistant professor,NA,NA,NA,NA,NA,Acharya Nagarjuna University,9.2,15.7
IN,4,NA,Citations,Low,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",promotion,NA,NA,NA,NA,NA,Acharya Nagarjuna University,9.2,15.7
IN,4,NA,Citations,Low,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA,Gender equality,Acharya Nagarjuna University,9.2,15.7
IN,4,NA,Citations,Low,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA,Gender of reviewers,Acharya Nagarjuna University,9.2,15.7
IN,4,NA,Citations,Low,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA,Gender balance of reviewers,Acharya Nagarjuna University,9.2,15.7
